time,last_timestamp_in_pcap,opened_connections,closed_connections,stalled_connections,ongoing_connections,avg_duration,bytes_in,pkg_in_0-100,pkg_in_100-200,pkg_in_200-300,pkg_in_300-400,pkg_in_400-500,pkg_in_500-600,pkg_in_600-700,pkg_in_700-800,pkg_in_800-900,pkg_in_900-1000,pkg_in_1000-1100,pkg_in_1100-1200,pkg_in_1200-1300,pkg_in_1300-1400,pkg_in_1400-1500,pkg_in_1500-1600,bytes_out,pkg_out_0-100,pkg_out_100-200,pkg_out_200-300,pkg_out_300-400,pkg_out_400-500,pkg_out_500-600,pkg_out_600-700,pkg_out_700-800,pkg_out_800-900,pkg_out_900-1000,pkg_out_1000-1100,pkg_out_1100-1200,pkg_out_1200-1300,pkg_out_1300-1400,pkg_out_1400-1500,pkg_out_1500-1600,avg_bytes_in,avg_bytes_out,ttl_changes_in,ttl_changes_out
2018-03-20 13:04:18.471973,1520948060.918378,0,0,0,2,1.886328101158142,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5466.5,23,1,0,0,3,4,4,0,0,1,2,0,0,2,21,0,0.0,585.9931350114416,0,61
2018-03-20 13:04:18.486507,1520948061.419203,0,0,0,2,1.9008537530899048,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077.875,19,0,0,2,8,4,0,0,0,0,1,0,0,1,10,0,0.0,480.55465587044534,0,45
2018-03-20 13:04:18.501954,1520948061.919293,0,0,0,2,1.9163070917129517,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3339.0,21,0,0,0,1,4,9,0,0,0,0,0,0,1,11,0,0.0,518.8571428571429,0,47
2018-03-20 13:04:18.517281,1520948062.41986,0,0,0,2,1.9316309690475464,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503.625,22,0,0,0,1,10,2,1,0,0,0,0,0,1,12,0,0.0,524.1734006734007,0,49
2018-03-20 13:04:18.538644,1520948062.920654,0,0,0,2,1.9529935121536255,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5689.875,29,0,0,0,0,2,3,5,3,3,0,0,0,2,20,0,0.0,605.4841197822142,0,67
2018-03-20 13:04:18.552849,1520948063.421432,0,0,0,2,1.96719491481781,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3244.5,19,0,0,0,3,6,2,3,0,0,1,0,0,1,10,0,0.0,506.15384615384613,0,45
2018-03-20 13:04:18.568686,1520948063.921584,0,0,0,2,1.983038067817688,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236.25,22,0,0,1,7,2,2,1,0,0,1,1,0,1,10,0,0.0,502.0524475524475,0,48
2018-03-20 13:04:18.581854,1520948064.421855,0,0,0,2,1.9962021112442017,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536.25,17,0,0,0,0,3,3,6,1,0,0,0,1,1,11,0,0.0,553.0384615384615,0,43
2018-03-20 13:04:18.603133,1520948064.922756,0,0,0,2,2.017483353614807,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6209.125,26,1,0,0,1,1,4,3,1,1,1,2,1,2,23,0,0.0,615.5337711069419,0,67
2018-03-20 13:04:18.618645,1520948065.423142,0,0,0,2,2.0329946279525757,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3469.375,22,0,0,0,0,3,8,3,0,0,0,0,0,1,11,0,0.0,519.9497354497355,0,48
2018-03-20 13:04:18.633508,1520948065.923532,0,0,0,2,2.047857403755188,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3347.75,20,0,0,0,0,4,8,2,0,0,1,0,0,1,10,0,0.0,521.1769230769231,0,46
2018-03-20 13:04:18.647855,1520948066.423998,0,0,0,2,2.0622087717056274,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375.875,16,0,0,0,0,6,7,0,0,1,0,0,0,1,11,0,0.0,529.3653846153846,0,42
